Date,Open,High,Low,Close,Volume,Adj Close
15/09/2006,5066.6,5066.6,5018,5033,689633500,5033
14/09/2006,5024.4,5068.9,5024.4,5067.6,663775300,5067.6
13/09/2006,4987.7,5016.8,4983.3,5014.8,655662500,5014.8
12/09/2006,5005.3,5006.1,4959.8,4972.7,661009100,4972.7
11/09/2006,5093.9,5099.5,5023.6,5025.9,569003000,5025.9
8/09/2006,5106,5106,5062.7,5098.5,595717600,5098.5
7/09/2006,5110.6,5114.3,5079.1,5109.5,544790700,5109.5
6/09/2006,5154.3,5163.2,5108.7,5113.9,598997200,5113.9
5/09/2006,5137,5153.3,5136.3,5149,505550000,5149
4/09/2006,5095.7,5133.2,5095.7,5127.8,566133800,5127.8
1/09/2006,5111.9,5120,5090.6,5096.4,500805400,5096.4
31/08/2006,5071.4,5113.7,5070.8,5113.7,804200900,5113.7
30/08/2006,5067.2,5080.2,5061.6,5065.8,659213300,5065.8
29/08/2006,5029.9,5069.7,5029.9,5065.8,562316900,5065.8
28/08/2006,5025.4,5041.3,5014.1,5023.7,511878700,5023.7
25/08/2006,4983.2,5023.2,4983.2,5023.2,866538900,5023.2
24/08/2006,5069.3,5070.2,4982.8,4987.8,966463500,4987.8
23/08/2006,5071.2,5105.1,5066.3,5080.5,646748200,5080.5
22/08/2006,5066.5,5081.7,5065.9,5073.7,569526500,5073.7
21/08/2006,5051.9,5085.8,5050.4,5060,473253400,5060
18/08/2006,5051.2,5054.2,5022.5,5048.4,582812700,5048.4
17/08/2006,4977,5051.3,4976.8,5051.3,884965100,5051.3
16/08/2006,4948,4990.2,4946.7,4958,623489400,4958
15/08/2006,4968,4973,4926.3,4932.7,555817100,4932.7
14/08/2006,4942.5,4992.5,4924.6,4967.7,523082600,4967.7
11/08/2006,4949.8,4954.2,4934.4,4946,507219400,4946
10/08/2006,4948.7,4954.5,4923.8,4950.2,547396200,4950.2
9/08/2006,5007,5007.8,4936.5,4958.5,617324200,4958.5
8/08/2006,4960.8,5020.6,4948.9,5020.6,528268700,5020.6
7/08/2006,4953.8,4969.4,4943.1,4959.1,337501600,4959.1
4/08/2006,4983.7,4988.9,4937.7,4953.2,558409900,4953.2
3/08/2006,4930.7,4993.9,4930.7,4993.9,592678000,4993.9
2/08/2006,4966.8,4967.8,4917.8,4929.6,588329700,4929.6
1/08/2006,4978.8,4997.7,4968.2,4978.2,497256800,4978.2
31/07/2006,4970.7,5023.2,4960.8,4983.1,496635800,4983.1
28/07/2006,4998.3,4999,4931.5,4955.8,634544200,4955.8
27/07/2006,4928.5,5003.9,4913.9,5003.9,678268800,5003.9
26/07/2006,4999.5,5004.5,4917.3,4932.1,525049600,4932.1
25/07/2006,4938,5011.3,4938,4987.8,551077500,4987.8
24/07/2006,4944.1,4944.1,4899.1,4930.5,407884700,4930.5
21/07/2006,4975.1,4975.1,4942.1,4958.1,427602800,4958.1
20/07/2006,4932.1,4994.4,4929.9,4994.4,584952900,4994.4
19/07/2006,4924.1,4953.3,4898.3,4898.4,474252200,4898.4
